text,label,group
Your bank security check is pending — complete verification before midnight; to receive the reward.,spam,spam_group_154
Your delivery is on hold: click the link to continue or your account will be suspended.,spam,spam_group_155
Your delivery is on hold! Please click the link to continue or your account will be suspended.,spam,spam_group_155
Your delivery is on hold — click the link to continue; or your account will be suspended.,spam,spam_group_155
Loan approved: claim your prize today before access is blocked.,spam,spam_group_156
Loan approved! Please claim your prize today before access is blocked.,spam,spam_group_156
Loan approved — claim your prize today; before access is blocked.,spam,spam_group_156
Investment opportunity: share the one-time password to unlock the bonus.,spam,spam_group_157
Investment opportunity! Please share the one-time password to unlock the bonus.,spam,spam_group_157
Investment opportunity — share the one-time password; to unlock the bonus.,spam,spam_group_157
Cash reward available: update your card details to collect the voucher.,spam,spam_group_158
Cash reward available! Please update your card details to collect the voucher.,spam,spam_group_158
Cash reward available — update your card details; to collect the voucher.,spam,spam_group_158
Free voucher available: provide your banking details to complete the security check.,spam,spam_group_159
Free voucher available! Please provide your banking details to complete the security check.,spam,spam_group_159
Free voucher available — provide your banking details; to complete the security check.,spam,spam_group_159
Bonus waiting for you: respond immediately to avoid suspension before the deadline.,spam,spam_group_160
Bonus waiting for you! Please respond immediately to avoid suspension before the deadline.,spam,spam_group_160
Bonus waiting for you — respond immediately to avoid suspension; before the deadline.,spam,spam_group_160
Lottery result available: reset your password immediately to receive your cash prize.,spam,spam_group_161
Lottery result available! Please reset your password immediately to receive your cash prize.,spam,spam_group_161
Lottery result available — reset your password immediately; to receive your cash prize.,spam,spam_group_161
URGENT: unlock your account using this link and confirm your credentials.,spam,spam_group_162
URGENT! Please unlock your account using this link and confirm your credentials.,spam,spam_group_162
URGENT — unlock your account using this link; and confirm your credentials.,spam,spam_group_162
FINAL NOTICE: confirm your identity now to avoid a service interruption.,spam,spam_group_163
FINAL NOTICE! Please confirm your identity now to avoid a service interruption.,spam,spam_group_163
FINAL NOTICE — confirm your identity now; to avoid a service interruption.,spam,spam_group_163
SECURITY ALERT: call the number to claim to release the funds.,spam,spam_group_164
SECURITY ALERT! Please call the number to claim to release the funds.,spam,spam_group_164
SECURITY ALERT — call the number to claim; to release the funds.,spam,spam_group_164
IMPORTANT NOTICE: transfer the fee to release the reward before the offer expires.,spam,spam_group_165
IMPORTANT NOTICE! Please transfer the fee to release the reward before the offer expires.,spam,spam_group_165
IMPORTANT NOTICE — transfer the fee to release the reward; before the offer expires.,spam,spam_group_165
ACTION REQUIRED: open the secure portal now to receive the reward.,spam,spam_group_166
ACTION REQUIRED! Please open the secure portal now to receive the reward.,spam,spam_group_166
ACTION REQUIRED — open the secure portal now; to receive the reward.,spam,spam_group_166
IMMEDIATE ACTION REQUIRED: pay the small processing fee or your account will be suspended.,spam,spam_group_167
IMMEDIATE ACTION REQUIRED! Please pay the small processing fee or your account will be suspended.,spam,spam_group_167
IMMEDIATE ACTION REQUIRED — pay the small processing fee; or your account will be suspended.,spam,spam_group_167
LAST WARNING: sign in through the attached link before access is blocked.,spam,spam_group_168
LAST WARNING! Please sign in through the attached link before access is blocked.,spam,spam_group_168
LAST WARNING — sign in through the attached link; before access is blocked.,spam,spam_group_168
ACCOUNT ALERT: enter your OTP to continue to unlock the bonus.,spam,spam_group_169
ACCOUNT ALERT! Please enter your OTP to continue to unlock the bonus.,spam,spam_group_169
ACCOUNT ALERT — enter your OTP to continue; to unlock the bonus.,spam,spam_group_169
Congratulations: confirm your payment information to collect the voucher.,spam,spam_group_170
Congratulations! Please confirm your payment information to collect the voucher.,spam,spam_group_170
Congratulations — confirm your payment information; to collect the voucher.,spam,spam_group_170
You have won: verify your account immediately to complete the security check.,spam,spam_group_171
You have won! Please verify your account immediately to complete the security check.,spam,spam_group_171
You have won — verify your account immediately; to complete the security check.,spam,spam_group_171
Winner selected: send the verification code before the deadline.,spam,spam_group_172
Winner selected! Please send the verification code before the deadline.,spam,spam_group_172
Winner selected — send the verification code; before the deadline.,spam,spam_group_172
Exclusive reward: complete verification before midnight to receive your cash prize.,spam,spam_group_173
Exclusive reward! Please complete verification before midnight to receive your cash prize.,spam,spam_group_173
Exclusive reward — complete verification before midnight; to receive your cash prize.,spam,spam_group_173
Limited time offer: click the link to continue and confirm your credentials.,spam,spam_group_174
Limited time offer! Please click the link to continue and confirm your credentials.,spam,spam_group_174
Limited time offer — click the link to continue; and confirm your credentials.,spam,spam_group_174
Special promotion: claim your prize today to avoid a service interruption.,spam,spam_group_175
Special promotion! Please claim your prize today to avoid a service interruption.,spam,spam_group_175
Special promotion — claim your prize today; to avoid a service interruption.,spam,spam_group_175
Claim notice: share the one-time password to release the funds.,spam,spam_group_176
Claim notice! Please share the one-time password to release the funds.,spam,spam_group_176
Claim notice — share the one-time password; to release the funds.,spam,spam_group_176
Prize notification: update your card details before the offer expires.,spam,spam_group_177
Prize notification! Please update your card details before the offer expires.,spam,spam_group_177
Prize notification — update your card details; before the offer expires.,spam,spam_group_177
Your payment failed: provide your banking details to receive the reward.,spam,spam_group_178
Your payment failed! Please provide your banking details to receive the reward.,spam,spam_group_178
Your payment failed — provide your banking details; to receive the reward.,spam,spam_group_178
Your account is suspended: respond immediately to avoid suspension or your account will be suspended.,spam,spam_group_179
Your account is suspended! Please respond immediately to avoid suspension or your account will be suspended.,spam,spam_group_179
Your account is suspended — respond immediately to avoid suspension; or your account will be suspended.,spam,spam_group_179
Your card requires verification: reset your password immediately before access is blocked.,spam,spam_group_180
Your card requires verification! Please reset your password immediately before access is blocked.,spam,spam_group_180
Your card requires verification — reset your password immediately; before access is blocked.,spam,spam_group_180
Your bank security check is pending: unlock your account using this link to unlock the bonus.,spam,spam_group_181
Your bank security check is pending! Please unlock your account using this link to unlock the bonus.,spam,spam_group_181
Your bank security check is pending — unlock your account using this link; to unlock the bonus.,spam,spam_group_181
Your delivery is on hold: confirm your identity now to collect the voucher.,spam,spam_group_182
Your delivery is on hold! Please confirm your identity now to collect the voucher.,spam,spam_group_182
Your delivery is on hold — confirm your identity now; to collect the voucher.,spam,spam_group_182
Loan approved: call the number to claim to complete the security check.,spam,spam_group_183
Loan approved! Please call the number to claim to complete the security check.,spam,spam_group_183
Loan approved — call the number to claim; to complete the security check.,spam,spam_group_183
Investment opportunity: transfer the fee to release the reward before the deadline.,spam,spam_group_184
Investment opportunity! Please transfer the fee to release the reward before the deadline.,spam,spam_group_184
Investment opportunity — transfer the fee to release the reward; before the deadline.,spam,spam_group_184
Cash reward available: open the secure portal now to receive your cash prize.,spam,spam_group_185
Cash reward available! Please open the secure portal now to receive your cash prize.,spam,spam_group_185
Cash reward available — open the secure portal now; to receive your cash prize.,spam,spam_group_185
Free voucher available: pay the small processing fee and confirm your credentials.,spam,spam_group_186
Free voucher available! Please pay the small processing fee and confirm your credentials.,spam,spam_group_186
Free voucher available — pay the small processing fee; and confirm your credentials.,spam,spam_group_186
Bonus waiting for you: sign in through the attached link to avoid a service interruption.,spam,spam_group_187
Bonus waiting for you! Please sign in through the attached link to avoid a service interruption.,spam,spam_group_187
Bonus waiting for you — sign in through the attached link; to avoid a service interruption.,spam,spam_group_187
Lottery result available: enter your OTP to continue to release the funds.,spam,spam_group_188
Lottery result available! Please enter your OTP to continue to release the funds.,spam,spam_group_188
Lottery result available — enter your OTP to continue; to release the funds.,spam,spam_group_188
URGENT: confirm your payment information before the offer expires.,spam,spam_group_189
URGENT! Please confirm your payment information before the offer expires.,spam,spam_group_189
URGENT — confirm your payment information; before the offer expires.,spam,spam_group_189
FINAL NOTICE: verify your account immediately to receive the reward.,spam,spam_group_190
FINAL NOTICE! Please verify your account immediately to receive the reward.,spam,spam_group_190
FINAL NOTICE — verify your account immediately; to receive the reward.,spam,spam_group_190
SECURITY ALERT: send the verification code or your account will be suspended.,spam,spam_group_191
SECURITY ALERT! Please send the verification code or your account will be suspended.,spam,spam_group_191
SECURITY ALERT — send the verification code; or your account will be suspended.,spam,spam_group_191
IMPORTANT NOTICE: complete verification before midnight before access is blocked.,spam,spam_group_192
IMPORTANT NOTICE! Please complete verification before midnight before access is blocked.,spam,spam_group_192
IMPORTANT NOTICE — complete verification before midnight; before access is blocked.,spam,spam_group_192
ACTION REQUIRED: click the link to continue to unlock the bonus.,spam,spam_group_193
ACTION REQUIRED! Please click the link to continue to unlock the bonus.,spam,spam_group_193
ACTION REQUIRED — click the link to continue; to unlock the bonus.,spam,spam_group_193
IMMEDIATE ACTION REQUIRED: claim your prize today to collect the voucher.,spam,spam_group_194
IMMEDIATE ACTION REQUIRED! Please claim your prize today to collect the voucher.,spam,spam_group_194
IMMEDIATE ACTION REQUIRED — claim your prize today; to collect the voucher.,spam,spam_group_194
LAST WARNING: share the one-time password to complete the security check.,spam,spam_group_195
LAST WARNING! Please share the one-time password to complete the security check.,spam,spam_group_195
LAST WARNING — share the one-time password; to complete the security check.,spam,spam_group_195
ACCOUNT ALERT: update your card details before the deadline.,spam,spam_group_196
ACCOUNT ALERT! Please update your card details before the deadline.,spam,spam_group_196
ACCOUNT ALERT — update your card details; before the deadline.,spam,spam_group_196
Congratulations: provide your banking details to receive your cash prize.,spam,spam_group_197
Congratulations! Please provide your banking details to receive your cash prize.,spam,spam_group_197
Congratulations — provide your banking details; to receive your cash prize.,spam,spam_group_197
You have won: respond immediately to avoid suspension and confirm your credentials.,spam,spam_group_198
You have won! Please respond immediately to avoid suspension and confirm your credentials.,spam,spam_group_198
You have won — respond immediately to avoid suspension; and confirm your credentials.,spam,spam_group_198
Winner selected: reset your password immediately to avoid a service interruption.,spam,spam_group_199
Winner selected! Please reset your password immediately to avoid a service interruption.,spam,spam_group_199
Winner selected — reset your password immediately; to avoid a service interruption.,spam,spam_group_199
Exclusive reward: unlock your account using this link to release the funds.,spam,spam_group_200
Exclusive reward! Please unlock your account using this link to release the funds.,spam,spam_group_200
Exclusive reward — unlock your account using this link; to release the funds.,spam,spam_group_200
Limited time offer: confirm your identity now before the offer expires.,spam,spam_group_201
Limited time offer! Please confirm your identity now before the offer expires.,spam,spam_group_201
Limited time offer — confirm your identity now; before the offer expires.,spam,spam_group_201
Special promotion: call the number to claim to receive the reward.,spam,spam_group_202
Special promotion! Please call the number to claim to receive the reward.,spam,spam_group_202
Special promotion — call the number to claim; to receive the reward.,spam,spam_group_202
Claim notice: transfer the fee to release the reward or your account will be suspended.,spam,spam_group_203
Claim notice! Please transfer the fee to release the reward or your account will be suspended.,spam,spam_group_203
Claim notice — transfer the fee to release the reward; or your account will be suspended.,spam,spam_group_203
Prize notification: open the secure portal now before access is blocked.,spam,spam_group_204
Prize notification! Please open the secure portal now before access is blocked.,spam,spam_group_204
Prize notification — open the secure portal now; before access is blocked.,spam,spam_group_204
Your payment failed: pay the small processing fee to unlock the bonus.,spam,spam_group_205
Your payment failed! Please pay the small processing fee to unlock the bonus.,spam,spam_group_205
Your payment failed — pay the small processing fee; to unlock the bonus.,spam,spam_group_205
Your account is suspended: sign in through the attached link to collect the voucher.,spam,spam_group_206
Your account is suspended! Please sign in through the attached link to collect the voucher.,spam,spam_group_206
Your account is suspended — sign in through the attached link; to collect the voucher.,spam,spam_group_206
Your card requires verification: enter your OTP to continue to complete the security check.,spam,spam_group_207
Your card requires verification! Please enter your OTP to continue to complete the security check.,spam,spam_group_207
Your card requires verification — enter your OTP to continue; to complete the security check.,spam,spam_group_207
Your bank security check is pending: confirm your payment information before the deadline.,spam,spam_group_208
Your bank security check is pending! Please confirm your payment information before the deadline.,spam,spam_group_208
Your bank security check is pending — confirm your payment information; before the deadline.,spam,spam_group_208
Your delivery is on hold: verify your account immediately to receive your cash prize.,spam,spam_group_209
Your delivery is on hold! Please verify your account immediately to receive your cash prize.,spam,spam_group_209
Your delivery is on hold — verify your account immediately; to receive your cash prize.,spam,spam_group_209
Loan approved: send the verification code and confirm your credentials.,spam,spam_group_210
Loan approved! Please send the verification code and confirm your credentials.,spam,spam_group_210
Loan approved — send the verification code; and confirm your credentials.,spam,spam_group_210
Investment opportunity: complete verification before midnight to avoid a service interruption.,spam,spam_group_211
Investment opportunity! Please complete verification before midnight to avoid a service interruption.,spam,spam_group_211
Investment opportunity — complete verification before midnight; to avoid a service interruption.,spam,spam_group_211
Cash reward available: click the link to continue to release the funds.,spam,spam_group_212
Cash reward available! Please click the link to continue to release the funds.,spam,spam_group_212
Cash reward available — click the link to continue; to release the funds.,spam,spam_group_212
Free voucher available: claim your prize today before the offer expires.,spam,spam_group_213
Free voucher available! Please claim your prize today before the offer expires.,spam,spam_group_213
Free voucher available — claim your prize today; before the offer expires.,spam,spam_group_213
Bonus waiting for you: share the one-time password to receive the reward.,spam,spam_group_214
Bonus waiting for you! Please share the one-time password to receive the reward.,spam,spam_group_214
Bonus waiting for you — share the one-time password; to receive the reward.,spam,spam_group_214
Lottery result available: update your card details or your account will be suspended.,spam,spam_group_215
Lottery result available! Please update your card details or your account will be suspended.,spam,spam_group_215
Lottery result available — update your card details; or your account will be suspended.,spam,spam_group_215
URGENT: provide your banking details before access is blocked.,spam,spam_group_216
URGENT! Please provide your banking details before access is blocked.,spam,spam_group_216
URGENT — provide your banking details; before access is blocked.,spam,spam_group_216
FINAL NOTICE: respond immediately to avoid suspension to unlock the bonus.,spam,spam_group_217
FINAL NOTICE! Please respond immediately to avoid suspension to unlock the bonus.,spam,spam_group_217
FINAL NOTICE — respond immediately to avoid suspension; to unlock the bonus.,spam,spam_group_217
SECURITY ALERT: reset your password immediately to collect the voucher.,spam,spam_group_218
SECURITY ALERT! Please reset your password immediately to collect the voucher.,spam,spam_group_218
SECURITY ALERT — reset your password immediately; to collect the voucher.,spam,spam_group_218
IMPORTANT NOTICE: unlock your account using this link to complete the security check.,spam,spam_group_219
IMPORTANT NOTICE! Please unlock your account using this link to complete the security check.,spam,spam_group_219
IMPORTANT NOTICE — unlock your account using this link; to complete the security check.,spam,spam_group_219
ACTION REQUIRED: confirm your identity now before the deadline.,spam,spam_group_220
ACTION REQUIRED! Please confirm your identity now before the deadline.,spam,spam_group_220
ACTION REQUIRED — confirm your identity now; before the deadline.,spam,spam_group_220
IMMEDIATE ACTION REQUIRED: call the number to claim to receive your cash prize.,spam,spam_group_221
IMMEDIATE ACTION REQUIRED! Please call the number to claim to receive your cash prize.,spam,spam_group_221
IMMEDIATE ACTION REQUIRED — call the number to claim; to receive your cash prize.,spam,spam_group_221
LAST WARNING: transfer the fee to release the reward and confirm your credentials.,spam,spam_group_222
LAST WARNING! Please transfer the fee to release the reward and confirm your credentials.,spam,spam_group_222
LAST WARNING — transfer the fee to release the reward; and confirm your credentials.,spam,spam_group_222
ACCOUNT ALERT: open the secure portal now to avoid a service interruption.,spam,spam_group_223
ACCOUNT ALERT! Please open the secure portal now to avoid a service interruption.,spam,spam_group_223
ACCOUNT ALERT — open the secure portal now; to avoid a service interruption.,spam,spam_group_223
Congratulations: pay the small processing fee to release the funds.,spam,spam_group_224
Congratulations! Please pay the small processing fee to release the funds.,spam,spam_group_224
Congratulations — pay the small processing fee; to release the funds.,spam,spam_group_224
You have won: sign in through the attached link before the offer expires.,spam,spam_group_225
You have won! Please sign in through the attached link before the offer expires.,spam,spam_group_225
You have won — sign in through the attached link; before the offer expires.,spam,spam_group_225
Winner selected: enter your OTP to continue to receive the reward.,spam,spam_group_226
Winner selected! Please enter your OTP to continue to receive the reward.,spam,spam_group_226
Winner selected — enter your OTP to continue; to receive the reward.,spam,spam_group_226
Exclusive reward: confirm your payment information or your account will be suspended.,spam,spam_group_227
Exclusive reward! Please confirm your payment information or your account will be suspended.,spam,spam_group_227
Exclusive reward — confirm your payment information; or your account will be suspended.,spam,spam_group_227
Limited time offer: verify your account immediately before access is blocked.,spam,spam_group_228
Limited time offer! Please verify your account immediately before access is blocked.,spam,spam_group_228
Limited time offer — verify your account immediately; before access is blocked.,spam,spam_group_228
Special promotion: send the verification code to unlock the bonus.,spam,spam_group_229
Special promotion! Please send the verification code to unlock the bonus.,spam,spam_group_229
Special promotion — send the verification code; to unlock the bonus.,spam,spam_group_229
Claim notice: complete verification before midnight to collect the voucher.,spam,spam_group_230
Claim notice! Please complete verification before midnight to collect the voucher.,spam,spam_group_230
Claim notice — complete verification before midnight; to collect the voucher.,spam,spam_group_230
Prize notification: click the link to continue to complete the security check.,spam,spam_group_231
Prize notification! Please click the link to continue to complete the security check.,spam,spam_group_231
Prize notification — click the link to continue; to complete the security check.,spam,spam_group_231
Your payment failed: claim your prize today before the deadline.,spam,spam_group_232
Your payment failed! Please claim your prize today before the deadline.,spam,spam_group_232
Your payment failed — claim your prize today; before the deadline.,spam,spam_group_232
Your account is suspended: share the one-time password to receive your cash prize.,spam,spam_group_233
Your account is suspended! Please share the one-time password to receive your cash prize.,spam,spam_group_233
Your account is suspended — share the one-time password; to receive your cash prize.,spam,spam_group_233
Your card requires verification: update your card details and confirm your credentials.,spam,spam_group_234
Your card requires verification! Please update your card details and confirm your credentials.,spam,spam_group_234
Your card requires verification — update your card details; and confirm your credentials.,spam,spam_group_234
Your bank security check is pending: provide your banking details to avoid a service interruption.,spam,spam_group_235
Your bank security check is pending! Please provide your banking details to avoid a service interruption.,spam,spam_group_235
Your bank security check is pending — provide your banking details; to avoid a service interruption.,spam,spam_group_235
Your delivery is on hold: respond immediately to avoid suspension to release the funds.,spam,spam_group_236
Your delivery is on hold! Please respond immediately to avoid suspension to release the funds.,spam,spam_group_236
Your delivery is on hold — respond immediately to avoid suspension; to release the funds.,spam,spam_group_236
Loan approved: reset your password immediately before the offer expires.,spam,spam_group_237
Loan approved! Please reset your password immediately before the offer expires.,spam,spam_group_237
Loan approved — reset your password immediately; before the offer expires.,spam,spam_group_237
Investment opportunity: unlock your account using this link to receive the reward.,spam,spam_group_238
Investment opportunity! Please unlock your account using this link to receive the reward.,spam,spam_group_238
Investment opportunity — unlock your account using this link; to receive the reward.,spam,spam_group_238
Cash reward available: confirm your identity now or your account will be suspended.,spam,spam_group_239
Cash reward available! Please confirm your identity now or your account will be suspended.,spam,spam_group_239
Cash reward available — confirm your identity now; or your account will be suspended.,spam,spam_group_239
Free voucher available: call the number to claim before access is blocked.,spam,spam_group_240
Free voucher available! Please call the number to claim before access is blocked.,spam,spam_group_240
Free voucher available — call the number to claim; before access is blocked.,spam,spam_group_240
Bonus waiting for you: transfer the fee to release the reward to unlock the bonus.,spam,spam_group_241
Bonus waiting for you! Please transfer the fee to release the reward to unlock the bonus.,spam,spam_group_241
Bonus waiting for you — transfer the fee to release the reward; to unlock the bonus.,spam,spam_group_241
Lottery result available: open the secure portal now to collect the voucher.,spam,spam_group_242
Lottery result available! Please open the secure portal now to collect the voucher.,spam,spam_group_242
Lottery result available — open the secure portal now; to collect the voucher.,spam,spam_group_242
URGENT: pay the small processing fee to complete the security check.,spam,spam_group_243
URGENT! Please pay the small processing fee to complete the security check.,spam,spam_group_243
URGENT — pay the small processing fee; to complete the security check.,spam,spam_group_243
FINAL NOTICE: sign in through the attached link before the deadline.,spam,spam_group_244
FINAL NOTICE! Please sign in through the attached link before the deadline.,spam,spam_group_244
FINAL NOTICE — sign in through the attached link; before the deadline.,spam,spam_group_244
SECURITY ALERT: enter your OTP to continue to receive your cash prize.,spam,spam_group_245
SECURITY ALERT! Please enter your OTP to continue to receive your cash prize.,spam,spam_group_245
SECURITY ALERT — enter your OTP to continue; to receive your cash prize.,spam,spam_group_245
IMPORTANT NOTICE: confirm your payment information and confirm your credentials.,spam,spam_group_246
IMPORTANT NOTICE! Please confirm your payment information and confirm your credentials.,spam,spam_group_246
IMPORTANT NOTICE — confirm your payment information; and confirm your credentials.,spam,spam_group_246
ACTION REQUIRED: verify your account immediately to avoid a service interruption.,spam,spam_group_247
ACTION REQUIRED! Please verify your account immediately to avoid a service interruption.,spam,spam_group_247
ACTION REQUIRED — verify your account immediately; to avoid a service interruption.,spam,spam_group_247
IMMEDIATE ACTION REQUIRED: send the verification code to release the funds.,spam,spam_group_248
IMMEDIATE ACTION REQUIRED! Please send the verification code to release the funds.,spam,spam_group_248
IMMEDIATE ACTION REQUIRED — send the verification code; to release the funds.,spam,spam_group_248
LAST WARNING: complete verification before midnight before the offer expires.,spam,spam_group_249
LAST WARNING! Please complete verification before midnight before the offer expires.,spam,spam_group_249
LAST WARNING — complete verification before midnight; before the offer expires.,spam,spam_group_249
ACCOUNT ALERT: click the link to continue to receive the reward.,spam,spam_group_250
ACCOUNT ALERT! Please click the link to continue to receive the reward.,spam,spam_group_250
ACCOUNT ALERT — click the link to continue; to receive the reward.,spam,spam_group_250
Congratulations: claim your prize today or your account will be suspended.,spam,spam_group_251
Congratulations! Please claim your prize today or your account will be suspended.,spam,spam_group_251
Congratulations — claim your prize today; or your account will be suspended.,spam,spam_group_251
You have won: share the one-time password before access is blocked.,spam,spam_group_252
You have won! Please share the one-time password before access is blocked.,spam,spam_group_252
You have won — share the one-time password; before access is blocked.,spam,spam_group_252
Winner selected: update your card details to unlock the bonus.,spam,spam_group_253
Winner selected! Please update your card details to unlock the bonus.,spam,spam_group_253
Winner selected — update your card details; to unlock the bonus.,spam,spam_group_253
Exclusive reward: provide your banking details to collect the voucher.,spam,spam_group_254
Exclusive reward! Please provide your banking details to collect the voucher.,spam,spam_group_254
Exclusive reward — provide your banking details; to collect the voucher.,spam,spam_group_254
Limited time offer: respond immediately to avoid suspension to complete the security check.,spam,spam_group_255
Limited time offer! Please respond immediately to avoid suspension to complete the security check.,spam,spam_group_255
Limited time offer — respond immediately to avoid suspension; to complete the security check.,spam,spam_group_255
Special promotion: reset your password immediately before the deadline.,spam,spam_group_256
Special promotion! Please reset your password immediately before the deadline.,spam,spam_group_256
Special promotion — reset your password immediately; before the deadline.,spam,spam_group_256
Claim notice: unlock your account using this link to receive your cash prize.,spam,spam_group_257
Claim notice! Please unlock your account using this link to receive your cash prize.,spam,spam_group_257
Claim notice — unlock your account using this link; to receive your cash prize.,spam,spam_group_257
Prize notification: confirm your identity now and confirm your credentials.,spam,spam_group_258
Prize notification! Please confirm your identity now and confirm your credentials.,spam,spam_group_258
Prize notification — confirm your identity now; and confirm your credentials.,spam,spam_group_258
Your payment failed: call the number to claim to avoid a service interruption.,spam,spam_group_259
Your payment failed! Please call the number to claim to avoid a service interruption.,spam,spam_group_259
Your payment failed — call the number to claim; to avoid a service interruption.,spam,spam_group_259
Your account is suspended: transfer the fee to release the reward to release the funds.,spam,spam_group_260
Your account is suspended! Please transfer the fee to release the reward to release the funds.,spam,spam_group_260
Your account is suspended — transfer the fee to release the reward; to release the funds.,spam,spam_group_260
Your card requires verification: open the secure portal now before the offer expires.,spam,spam_group_261
Your card requires verification! Please open the secure portal now before the offer expires.,spam,spam_group_261
Your card requires verification — open the secure portal now; before the offer expires.,spam,spam_group_261
Your bank security check is pending: pay the small processing fee to receive the reward.,spam,spam_group_262
Your bank security check is pending! Please pay the small processing fee to receive the reward.,spam,spam_group_262
Your bank security check is pending — pay the small processing fee; to receive the reward.,spam,spam_group_262
Your delivery is on hold: sign in through the attached link or your account will be suspended.,spam,spam_group_263
Your delivery is on hold! Please sign in through the attached link or your account will be suspended.,spam,spam_group_263
Your delivery is on hold — sign in through the attached link; or your account will be suspended.,spam,spam_group_263
Loan approved: enter your OTP to continue before access is blocked.,spam,spam_group_264
Loan approved! Please enter your OTP to continue before access is blocked.,spam,spam_group_264
Loan approved — enter your OTP to continue; before access is blocked.,spam,spam_group_264
Investment opportunity: confirm your payment information to unlock the bonus.,spam,spam_group_265
Investment opportunity! Please confirm your payment information to unlock the bonus.,spam,spam_group_265
Investment opportunity — confirm your payment information; to unlock the bonus.,spam,spam_group_265
Cash reward available: verify your account immediately to collect the voucher.,spam,spam_group_266
Cash reward available! Please verify your account immediately to collect the voucher.,spam,spam_group_266
Cash reward available — verify your account immediately; to collect the voucher.,spam,spam_group_266
Free voucher available: send the verification code to complete the security check.,spam,spam_group_267
Free voucher available! Please send the verification code to complete the security check.,spam,spam_group_267
Free voucher available — send the verification code; to complete the security check.,spam,spam_group_267
Bonus waiting for you: complete verification before midnight before the deadline.,spam,spam_group_268
Bonus waiting for you! Please complete verification before midnight before the deadline.,spam,spam_group_268
Bonus waiting for you — complete verification before midnight; before the deadline.,spam,spam_group_268
Lottery result available: click the link to continue to receive your cash prize.,spam,spam_group_269
Lottery result available! Please click the link to continue to receive your cash prize.,spam,spam_group_269
Lottery result available — click the link to continue; to receive your cash prize.,spam,spam_group_269
URGENT: claim your prize today and confirm your credentials.,spam,spam_group_270
URGENT! Please claim your prize today and confirm your credentials.,spam,spam_group_270
URGENT — claim your prize today; and confirm your credentials.,spam,spam_group_270
FINAL NOTICE: share the one-time password to avoid a service interruption.,spam,spam_group_271
FINAL NOTICE! Please share the one-time password to avoid a service interruption.,spam,spam_group_271
FINAL NOTICE — share the one-time password; to avoid a service interruption.,spam,spam_group_271
SECURITY ALERT: update your card details to release the funds.,spam,spam_group_272
SECURITY ALERT! Please update your card details to release the funds.,spam,spam_group_272
SECURITY ALERT — update your card details; to release the funds.,spam,spam_group_272
IMPORTANT NOTICE: provide your banking details before the offer expires.,spam,spam_group_273
IMPORTANT NOTICE! Please provide your banking details before the offer expires.,spam,spam_group_273
IMPORTANT NOTICE — provide your banking details; before the offer expires.,spam,spam_group_273
ACTION REQUIRED: respond immediately to avoid suspension to receive the reward.,spam,spam_group_274
ACTION REQUIRED! Please respond immediately to avoid suspension to receive the reward.,spam,spam_group_274
ACTION REQUIRED — respond immediately to avoid suspension; to receive the reward.,spam,spam_group_274
IMMEDIATE ACTION REQUIRED: reset your password immediately or your account will be suspended.,spam,spam_group_275
IMMEDIATE ACTION REQUIRED! Please reset your password immediately or your account will be suspended.,spam,spam_group_275
IMMEDIATE ACTION REQUIRED — reset your password immediately; or your account will be suspended.,spam,spam_group_275
LAST WARNING: unlock your account using this link before access is blocked.,spam,spam_group_276
LAST WARNING! Please unlock your account using this link before access is blocked.,spam,spam_group_276
LAST WARNING — unlock your account using this link; before access is blocked.,spam,spam_group_276
ACCOUNT ALERT: confirm your identity now to unlock the bonus.,spam,spam_group_277
ACCOUNT ALERT! Please confirm your identity now to unlock the bonus.,spam,spam_group_277
ACCOUNT ALERT — confirm your identity now; to unlock the bonus.,spam,spam_group_277
Congratulations: call the number to claim to collect the voucher.,spam,spam_group_278
Congratulations! Please call the number to claim to collect the voucher.,spam,spam_group_278
Congratulations — call the number to claim; to collect the voucher.,spam,spam_group_278
You have won: transfer the fee to release the reward to complete the security check.,spam,spam_group_279
You have won! Please transfer the fee to release the reward to complete the security check.,spam,spam_group_279
You have won — transfer the fee to release the reward; to complete the security check.,spam,spam_group_279
Winner selected: open the secure portal now before the deadline.,spam,spam_group_280
Winner selected! Please open the secure portal now before the deadline.,spam,spam_group_280
Winner selected — open the secure portal now; before the deadline.,spam,spam_group_280
Exclusive reward: pay the small processing fee to receive your cash prize.,spam,spam_group_281
Exclusive reward! Please pay the small processing fee to receive your cash prize.,spam,spam_group_281
Exclusive reward — pay the small processing fee; to receive your cash prize.,spam,spam_group_281
Limited time offer: sign in through the attached link and confirm your credentials.,spam,spam_group_282
Limited time offer! Please sign in through the attached link and confirm your credentials.,spam,spam_group_282
Limited time offer — sign in through the attached link; and confirm your credentials.,spam,spam_group_282
Special promotion: enter your OTP to continue to avoid a service interruption.,spam,spam_group_283
Special promotion! Please enter your OTP to continue to avoid a service interruption.,spam,spam_group_283
Special promotion — enter your OTP to continue; to avoid a service interruption.,spam,spam_group_283
Claim notice: confirm your payment information to release the funds.,spam,spam_group_284
Claim notice! Please confirm your payment information to release the funds.,spam,spam_group_284
Claim notice — confirm your payment information; to release the funds.,spam,spam_group_284
Prize notification: verify your account immediately before the offer expires.,spam,spam_group_285
Prize notification! Please verify your account immediately before the offer expires.,spam,spam_group_285
Prize notification — verify your account immediately; before the offer expires.,spam,spam_group_285
